640	4			
0.6099066	1	1	1	1
1.14306	1	1	1	1
1.212345	1	1	1	1
1.692377	1	1	1	1
2.231362	1	1	1	1
2.331811	1	1	1	1
2.481931	1	1	1	1
2.840194	1	1	1	1
3.392194	1	1	1	1
3.485335	1	1	1	1
3.928348	1	1	1	1
4.432699	1	1	1	1
4.572655	1	1	1	1
4.772292	1	1	1	1
4.936152	1	1	1	1
4.970375	1	1	1	1
5.511145	1	1	1	1
5.786309	1	1	1	1
6.119957	1	1	1	1
6.686817	1	1	1	1
6.961714	1	1	1	1
7.15457	1	1	1	1
7.234388	1	1	1	1
7.771396	1	1	1	1
8.100929	1	1	1	1
8.334351	1	1	1	1
8.918587	1	1	1	1
9.240312	1	1	1	1
9.466032	1	1	1	1
9.505272	1	1	1	1
9.738426	1	1	1	1
10.01089	1	1	1	1
10.38163	1	1	1	1
10.56086	1	1	1	1
11.11047	1	1	1	1
11.54775	1	1	1	1
11.71503	1	1	1	1
12.11913	1	1	1	1
12.3113	1	1	1	1
12.81962	1	1	1	1
12.87111	1	1	1	1
13.4141	1	1	1	1
13.96053	1	1	1	1
13.97838	1	1	1	1
14.51362	1	1	1	1
14.56864	1	1	1	1
14.61005	1	1	1	1
15.12889	1	1	1	1
15.13461	1	1	1	1
15.68411	1	1	1	1
16.22753	1	1	1	1
16.28929	1	1	1	1
16.7604	1	1	1	1
16.89266	1	1	1	1
17.37402	1	1	1	1
17.43409	1	1	1	1
17.91656	1	1	1	1
18.46524	1	1	1	1
18.66778	1	1	1	1
19.0136	1	1	1	1
19.08959	1	1	1	1
19.24979	1	1	1	1
19.39811	1	1	1	1
19.54759	1	1	1	1
20.06792	1	1	1	1
20.66629	1	1	1	1
20.89843	1	1	1	1
21.2082	1	1	1	1
21.57916	1	1	1	1
21.76312	1	1	1	1
22.03768	1	1	1	1
22.29215	1	1	1	1
22.85168	1	1	1	1
23.19412	1	1	1	1
23.43688	1	1	1	1
23.92869	1	1	1	1
23.99402	1	1	1	1
24.42947	1	1	1	1
24.54829	1	1	1	1
24.58421	1	1	1	1
25.0676	1	1	1	1
25.56459	1	1	1	1
25.61645	1	1	1	1
26.23136	1	1	1	1
26.48132	1	1	1	1
26.68895	1	1	1	1
26.76742	1	1	1	1
