640	4			
0.5339912	1	1	1	1
1.024715	1	1	1	1
1.073394	1	1	1	1
1.498293	1	1	1	1
2.030092	1	1	1	1
2.117375	1	1	1	1
2.193371	1	1	1	1
2.508012	1	1	1	1
3.019113	1	1	1	1
3.129133	1	1	1	1
3.52011	1	1	1	1
3.996153	1	1	1	1
4.165302	1	1	1	1
4.362445	1	1	1	1
4.409606	1	1	1	1
4.49654	1	1	1	1
4.963394	1	1	1	1
5.158255	1	1	1	1
5.43926	1	1	1	1
5.945146	1	1	1	1
6.182392	1	1	1	1
6.38546	1	1	1	1
6.431767	1	1	1	1
6.970011	1	1	1	1
7.274167	1	1	1	1
7.474105	1	1	1	1
8.008636	1	1	1	1
8.333817	1	1	1	1
8.541019	1	1	1	1
8.65197	1	1	1	1
8.794683	1	1	1	1
9.0394	1	1	1	1
9.421355	1	1	1	1
9.545959	1	1	1	1
10.04452	1	1	1	1
10.45376	1	1	1	1
10.53237	1	1	1	1
10.77937	1	1	1	1
11.0614	1	1	1	1
11.50084	1	1	1	1
11.53641	1	1	1	1
12.04914	1	1	1	1
12.55029	1	1	1	1
12.56287	1	1	1	1
12.953	1	1	1	1
13.03747	1	1	1	1
13.1119	1	1	1	1
13.55015	1	1	1	1
13.56387	1	1	1	1
14.04419	1	1	1	1
14.58446	1	1	1	1
14.66767	1	1	1	1
15.09857	1	1	1	1
15.20291	1	1	1	1
15.61061	1	1	1	1
15.72542	1	1	1	1
16.13212	1	1	1	1
16.62153	1	1	1	1
16.78295	1	1	1	1
17.13717	1	1	1	1
17.32835	1	1	1	1
17.6298	1	1	1	1
17.64765	1	1	1	1
17.87231	1	1	1	1
18.14268	1	1	1	1
18.65474	1	1	1	1
18.88078	1	1	1	1
19.13483	1	1	1	1
19.54399	1	1	1	1
19.63677	1	1	1	1
19.91878	1	1	1	1
20.14378	1	1	1	1
20.59888	1	1	1	1
20.91355	1	1	1	1
21.08918	1	1	1	1
21.56179	1	1	1	1
21.57192	1	1	1	1
21.84688	1	1	1	1
21.92212	1	1	1	1
22.03449	1	1	1	1
22.55379	1	1	1	1
22.96231	1	1	1	1
23.02646	1	1	1	1
23.53581	1	1	1	1
23.73355	1	1	1	1
24.01089	1	1	1	1
24.06402	1	1	1	1
24.54815	1	1	1	1
25.0446	1	1	1	1
25.05606	1	1	1	1
25.53824	1	1	1	1
25.9515	1	1	1	1
26.04479	1	1	1	1
26.09717	1	1	1	1
26.2433	1	1	1	1
26.55792	1	1	1	1
27.03481	1	1	1	1
27.12457	1	1	1	1
27.54434	1	1	1	1
28.01487	1	1	1	1
28.0381	1	1	1	1
28.17037	1	1	1	1
28.5282	1	1	1	1
29.03664	1	1	1	1
29.18551	1	1	1	1
29.55132	1	1	1	1
30.04052	1	1	1	1
30.21038	1	1	1	1
30.25695	1	1	1	1
30.55266	1	1	1	1
30.66527	1	1	1	1
31.05786	1	1	1	1
31.33007	1	1	1	1
31.57476	1	1	1	1
32.08975	1	1	1	1
32.33426	1	1	1	1
32.35619	1	1	1	1
32.6097	1	1	1	1
33.10956	1	1	1	1
33.45388	1	1	1	1
33.62261	1	1	1	1
34.12844	1	1	1	1
34.48132	1	1	1	1
34.58662	1	1	1	1
34.6156	1	1	1	1
34.98461	1	1	1	1
35.10233	1	1	1	1
35.51967	1	1	1	1
35.59354	1	1	1	1
36.09276	1	1	1	1
36.57075	1	1	1	1
36.59334	1	1	1	1
36.73933	1	1	1	1
37.06408	1	1	1	1
37.5634	1	1	1	1
37.56541	1	1	1	1
38.07632	1	1	1	1
38.5859	1	1	1	1
38.6095	1	1	1	1
38.78198	1	1	1	1
39.08442	1	1	1	1
39.36354	1	1	1	1
39.56187	1	1	1	1
39.63296	1	1	1	1
40.07777	1	1	1	1
40.59221	1	1	1	1
40.68866	1	1	1	1
40.99354	1	1	1	1
41.08479	1	1	1	1
41.57402	1	1	1	1
41.74847	1	1	1	1
42.05452	1	1	1	1
42.56182	1	1	1	1
42.75101	1	1	1	1
43.05712	1	1	1	1
43.07969	1	1	1	1
43.55133	1	1	1	1
43.59692	1	1	1	1
43.80483	1	1	1	1
44.05788	1	1	1	1
44.5344	1	1	1	1
44.85467	1	1	1	1
45.04383	1	1	1	1
45.21824	1	1	1	1
45.52876	1	1	1	1
45.82276	1	1	1	1
46.0125	1	1	1	1
46.52431	1	1	1	1
46.90496	1	1	1	1
47.01341	1	1	1	1
47.40236	1	1	1	1
47.53265	1	1	1	1
47.94159	1	1	1	1
47.98138	1	1	1	1
48.03265	1	1	1	1
48.52567	1	1	1	1
48.99017	1	1	1	1
49.03415	1	1	1	1
49.51494	1	1	1	1
49.53145	1	1	1	1
50.02009	1	1	1	1
50.04941	1	1	1	1
50.50869	1	1	1	1
51.01767	1	1	1	1
51.02964	1	1	1	1
51.49111	1	1	1	1
51.68169	1	1	1	1
51.99693	1	1	1	1
52.06141	1	1	1	1
52.43703	1	1	1	1
52.49314	1	1	1	1
52.98271	1	1	1	1
53.06897	1	1	1	1
53.46423	1	1	1	1
53.85548	1	1	1	1
53.97375	1	1	1	1
54.13076	1	1	1	1
54.45831	1	1	1	1
54.96253	1	1	1	1
55.17931	1	1	1	1
55.46461	1	1	1	1
55.92941	1	1	1	1
55.99279	1	1	1	1
56.22099	1	1	1	1
56.4437	1	1	1	1
56.6328	1	1	1	1
56.96313	1	1	1	1
57.24834	1	1	1	1
57.47503	1	1	1	1
57.95426	1	1	1	1
58.11316	1	1	1	1
58.28651	1	1	1	1
58.47607	1	1	1	1
58.96673	1	1	1	1
59.33974	1	1	1	1
59.46143	1	1	1	1
59.93106	1	1	1	1
60.19409	1	1	1	1
60.38398	1	1	1	1
60.45387	1	1	1	1
60.96419	1	1	1	1
61.03574	1	1	1	1
61.43081	1	1	1	1
61.46305	1	1	1	1
61.9768	1	1	1	1
62.42781	1	1	1	1
62.46678	1	1	1	1
62.48556	1	1	1	1
62.9705	1	1	1	1
63.4855	1	1	1	1
63.51442	1	1	1	1
63.99487	1	1	1	1
64.47409	1	1	1	1
64.57306	1	1	1	1
64.59854	1	1	1	1
64.97801	1	1	1	1
65.33888	1	1	1	1
65.50466	1	1	1	1
65.63328	1	1	1	1
66.00415	1	1	1	1
66.49955	1	1	1	1
66.66963	1	1	1	1
66.7267	1	1	1	1
67.01879	1	1	1	1
67.49242	1	1	1	1
67.73872	1	1	1	1
68.00744	1	1	1	1
68.50503	1	1	1	1
68.75388	1	1	1	1
68.89075	1	1	1	1
68.99292	1	1	1	1
69.48255	1	1	1	1
69.7517	1	1	1	1
69.80502	1	1	1	1
69.96442	1	1	1	1
70.48101	1	1	1	1
70.83768	1	1	1	1
70.97978	1	1	1	1
71.01354	1	1	1	1
71.46912	1	1	1	1
71.87072	1	1	1	1
71.98155	1	1	1	1
72.4617	1	1	1	1
72.93135	1	1	1	1
72.96285	1	1	1	1
73.18386	1	1	1	1
73.46987	1	1	1	1
73.95032	1	1	1	1
73.95905	1	1	1	1
74.21504	1	1	1	1
74.47815	1	1	1	1
74.97852	1	1	1	1
74.9956	1	1	1	1
75.34205	1	1	1	1
75.48684	1	1	1	1
75.98113	1	1	1	1
76.02238	1	1	1	1
76.48074	1	1	1	1
77.01785	1	1	1	1
77.09319	1	1	1	1
77.48624	1	1	1	1
77.52067	1	1	1	1
78.01811	1	1	1	1
78.17265	1	1	1	1
78.49516	1	1	1	1
78.53925	1	1	1	1
79.02351	1	1	1	1
79.23338	1	1	1	1
79.56225	1	1	1	1
79.72781	1	1	1	1
80.06378	1	1	1	1
80.27149	1	1	1	1
81.33379	1	1	1	1
81.84281	1	1	1	1
82.36171	1	1	1	1
82.97198	1	1	1	1
83.37585	1	1	1	1
83.97991	1	1	1	1
84.41023	1	1	1	1
85.41487	1	1	1	1
86.14117	1	1	1	1
86.44969	1	1	1	1
87.14462	1	1	1	1
87.49258	1	1	1	1
88.21427	1	1	1	1
88.52267	1	1	1	1
89.56084	1	1	1	1
90.40437	1	1	1	1
90.58588	1	1	1	1
91.51919	1	1	1	1
91.63819	1	1	1	1
92.57227	1	1	1	1
92.64886	1	1	1	1
93.71037	1	1	1	1
